,name,crn,address1,address2,postTown,county,country,postcode,category,status,origin,accounts_lastMadeUpDate,accountCategory,returns_lastMadeUpDate,sic1,sic2,sic3,sic4,POSTCODE,POSTCODE2,POSTCODE_PCDS,LAT,LONG,LEP1,LEP2,COUNTY_CODE,COUNTY_DIST_CODE,WARD_CODE,website
835,R D ATTRIDGE BUILDERS LTD,08935154,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,12/03/2016,43390 - Other building completion and finishing,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
836,R.G. CANA SOLID FUELS LTD,07992976,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,15/03/2016,46719 - Wholesale of other fuels and related products,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
837,R.S.T. JAY LIMITED,03640335,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,29/09/2015,41201 - Construction of commercial buildings,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
838,RDL SCAFFOLDING LTD,09600631,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,UNITED KINGDOM,YO21 1QL,Private Limited Company,Active,United Kingdom,31/05/2017,TOTAL EXEMPTION FULL,20/05/2016,43991 - Scaffold erection,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
839,RESIDENTS OF 11 BRUNSWICK MEWS LTD,09727996,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/08/2016,TOTAL EXEMPTION SMALL,22/12/2015,98000 - Residents property management,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
840,RESIDENTS OF 82 RUSWARP LANE LTD,09831500,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/10/2017,TOTAL EXEMPTION FULL,,98000 - Residents property management,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
841,RHP SAFETY LTD,08661305,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,22/08/2015,96090 - Other service activities n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
842,ROBIN DRILLING LIMITED,07267875,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,27/05/2016,06100 - Extraction of crude petroleum,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
843,ROSE ENGINEERING (WHITBY) LTD,08435277,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,07/03/2016,71129 - Other engineering activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.roseeng.co.uk/
844,RUBY TUESDAYS  (WHITBY) LIMITED,07384716,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/06/2016,TOTAL EXEMPTION SMALL,19/10/2015,47770 - Retail sale of watches and jewellery in specialised stores,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.rubytuesdayswhitby.co.uk/
845,RURSUS PROPERTIES LTD,09348295,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,09/12/2015,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
846,RW PROJECT SERVICES LTD,09960858,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,,42220 - Construction of utility projects for electricity and telecommunications,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
847,RYEDALE SUBSEA ENGINEERING LTD,10458555,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,71129 - Other engineering activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
848,S & G WOOD LTD,08446723,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,14/04/2016,01500 - Mixed farming,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
849,SEDMAN MINERALS 2012 LTD,08253844,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION SMALL,15/10/2015,64209 - Activities of other holding companies n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
850,SELBY SERVICE CENTRE LTD,08050989,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,30/04/2016,45200 - Maintenance and repair of motor vehicles,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
851,SI OFFSHORE LTD,10808874,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,09900 - Support activities for other mining and quarrying,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
852,SIMPSON'S JET LTD,08946910,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,19/03/2016,47770 - Retail sale of watches and jewellery in specialised stores,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.whitbyjetjewellery.net/
853,SMOKE-E-JOES LTD,10262453,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,,47190 - Other retail sale in non-specialised stores,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.smoke-e-joes.co.uk/
854,SMOKE-E-JOES SHEFFIELD LTD,11098006,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,47190 - Other retail sale in non-specialised stores,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
855,ST GEORGE SECURITY LIMITED,07023796,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION FULL,18/09/2015,80100 - Private security activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
856,STEWART DAVIES LIMITED,04960408,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/11/2016,DORMANT,11/11/2015,74990 - Non-trading company,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
857,STOUPE CROSS FARM HOLIDAYS LIMITED,07902006,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,09/01/2016,55209 - Other holiday and other collective accommodation,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.stoupecrossfarmholidays.co.uk/
858,SWAN FARM MINERALS LTD,08237223,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION SMALL,02/10/2015,08990 - Other mining and quarrying n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
859,THE MAGPIE'S KITCHEN LTD,07230536,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,21/04/2016,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.themagpieskitchen.co.uk/
860,THE METROPOLE (WHITBY) LIMITED,04117065,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/11/2016,TOTAL EXEMPTION SMALL,29/11/2015,68201 - Renting and operating of Housing Association real estate,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.metropolewhitby.co.uk/
861,THE OLD SCHOOL HOUSE RESIDENTS ASSOCIATION LIMITED,03392536,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/06/2017,DORMANT,26/06/2016,98000 - Residents property management,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
862,TIM RUFF LIMITED,03755962,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,21/04/2016,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",47710 - Retail sale of clothing in specialised stores,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
863,UNCLE ART FILM LTD,11179165,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,59111 - Motion picture production activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
864,V-TEC WIND SERVICES LTD,10866087,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,71200 - Technical testing and analysis,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
865,VOR-TECHX LIMITED,11019917,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,72190 - Other research and experimental development on natural sciences and engineering,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
866,WARP ZONE LTD,09005866,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,22/04/2016,60200 - Television programming and broadcasting activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
867,WATERLOO PLACE MANAGEMENT LIMITED,04728392,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,09/04/2016,98000 - Residents property management,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
868,WESTCLIFFE DEVELOPMENTS (WHITBY) LTD,06351679,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/08/2016,TOTAL EXEMPTION FULL,23/08/2015,43390 - Other building completion and finishing,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
869,WESTFIELD COURT (WHITBY) LIMITED,02904922,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,04/03/2016,98000 - Residents property management,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
870,WHITBY SURF SCHOOL LIMITED,10279819,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,85510 - Sports and recreation education,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.whitbysurfschool.co.uk/
871,WHITEHAVEN (SANDSEND) MANAGEMENT COMPANY LIMITED,04867582,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,04/08/2015,98000 - Residents property management,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
872,WILKINSON MINERALS 2012 LTD,08209724,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,11/09/2015,96090 - Other service activities n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
873,WILLIAMSON MINERALS LTD,08301191,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/11/2016,TOTAL EXEMPTION SMALL,20/11/2015,64209 - Activities of other holding companies n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
874,WIND & OIL LTD,10637393,28 BAGDALE,,WHITBY,,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,71200 - Technical testing and analysis,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
875,Y.C.C. TRADING LIMITED,09377737,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,07/01/2016,47190 - Other retail sale in non-specialised stores,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
876,YEOMAN ESTATES LIMITED,03512177,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,17/02/2016,41100 - Development of building projects,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
877,YORKSHIRE COTTAGE SERVICES LIMITED,04326739,PHILIP BURLEY & CO,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/06/2017,TOTAL EXEMPTION FULL,22/11/2015,81210 - General cleaning of buildings,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.yorkshirecottageservices.co.uk/
878,YORKSHIRE MOORS AGRICULTURAL APPRENTICESHIP SCHEME LIMITED,07000366,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,30/06/2016,TOTAL EXEMPTION SMALL,25/08/2015,82990 - Other business support service activities n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
879,ZERO GRAVITY SURF SHOP LIMITED,04196404,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,09/04/2016,41100 - Development of building projects,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.thezerogravitystore.co.uk/
880,14 PROSPECT HILL (WHITBY) LIMITED,05913359,15 ELM GROVE,,WHITBY,NORTH YORKSHIRE,,YO21 1JA,Private Limited Company,Active,United Kingdom,31/08/2016,TOTAL EXEMPTION SMALL,22/08/2015,98000 - Residents property management,,,,YO211JA,YO21 1JA,YO21 1JA,54.485355000000006,-0.6328520000000001,E37000039,,E10000023,E07000168,E05006329,Website not found
881,LAWSON BUILDERS AND HIGH ACCESS LIMITED,07591633,17 17 ELM GROVE,,WHITBY,NORTH YORKSHIRE,,YO21 1JA,Private Limited Company,Active,United Kingdom,30/04/2017,,05/04/2016,43999 - Other specialised construction activities n.e.c.,,,,YO211JA,YO21 1JA,YO21 1JA,54.485355000000006,-0.6328520000000001,E37000039,,E10000023,E07000168,E05006329,http://lawson-builders.co.uk/
882,M SPENCER (BUILDING) LTD,04411267,2 ELM GROVE,WHITBY,NORTH YORKSHIRE,,,YO21 1JA,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,08/04/2016,41201 - Construction of commercial buildings,,,,YO211JA,YO21 1JA,YO21 1JA,54.485355000000006,-0.6328520000000001,E37000039,,E10000023,E07000168,E05006329,Website not found
883,147 DESIGN LIMITED,04456089,PACKHORSE HOUSE 51 HIGH STREET,STOKESLEY,MIDDLESBROUGH,NORTH YORKSHIRE,,TS9 5AD,Private Limited Company,Active,United Kingdom,30/06/2017,,06/06/2016,71111 - Architectural activities,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
884,A & K ECOFILM LIMITED,03581032,31 HIGH STREET,STOKESLEY,CLEVELAND,,,TS9 5AD,Private Limited Company,Active,United Kingdom,30/06/2017,FULL,15/06/2016,22220 - Manufacture of plastic packing goods,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
885,ABROOK CONSULTANTS LIMITED,11098648,31 HIGH STREET,STOKESLEY,MIDDLESBROUGH,,UNITED KINGDOM,TS9 5AD,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,71122 - Engineering related scientific and technical consulting activities,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
886,ALTON H&S LTD,06727161,31 HIGH STREET,STOKESLEY,MIDDLESBROUGH,,UNITED KINGDOM,TS9 5AD,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION SMALL,17/10/2015,"74909 - Other professional, scientific and technical activities n.e.c.",,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
887,B PARSONS LTD,10254386,31 HIGH STREET,STOKESLEY,MIDDLESBROUGH,,UNITED KINGDOM,TS9 5AD,Private Limited Company,Active,United Kingdom,30/06/2017,,29/06/2016,49410 - Freight transport by road,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
888,BELLPRIDE CONSULTANCY LIMITED,07484498,31 HIGH STREET,,STOKESLEY,NORTH YORKSHIRE,,TS9 5AD,Private Limited Company,Active,United Kingdom,31/03/2017,,06/01/2016,62020 - Information technology consultancy activities,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
889,BEST JOB SITES LIMITED,05563826,STOKESLEY BUSINESS CENTRE,51 HIGH STREET,STOKESLEY,,,TS9 5AD,Private Limited Company,Active,United Kingdom,13/03/2017,TOTAL EXEMPTION FULL,14/09/2015,58190 - Other publishing activities,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
890,BROUGH MEWS MANAGEMENT COMPANY LIMITED,01630955,31 HIGH STREET,STOKESLEY,MIDDLESBROUGH,,,TS9 5AD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,31/03/2017,,31/12/2015,98000 - Residents property management,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
891,BROUGH PARK MANAGEMENT COMPANY LIMITED,01572795,31 HIGH STREET,STOKESLEY,MIDDLESBOROUGH,,,TS9 5AD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,31/03/2017,,31/12/2015,98000 - Residents property management,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
892,BUSINESS COMPUTER SYSTEMS (NORTHERN) LIMITED,02844500,31 HIGH STREET,STOKESLEY,MIDDLESBROUGH,CLEVELAND,,TS9 5AD,Private Limited Company,Active,United Kingdom,31/08/2016,,13/08/2015,62020 - Information technology consultancy activities,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
893,C&I ENGINEERING DESIGN LTD,06051862,31 HIGH STREET,STOKESLEY,NORTH YORKSHIRE,,,TS9 5AD,Private Limited Company,Active,United Kingdom,31/03/2017,,15/01/2016,82990 - Other business support service activities n.e.c.,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,http://candchorsetransport.com/
894,CAPTAIN COOK BEERS LIMITED,10380290,THE MANOR HOUSE HIGH STREET,STOKESLEY,MIDDLESBROUGH,,ENGLAND,TS9 5AD,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,56302 - Public houses and bars,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
895,CHESWOOD TRADING LIMITED,03147572,31 HIGH STREET,STOKESLEY,MIDDLESBOROUGH,CLEVELAND,,TS9 5AD,Private Limited Company,Active,United Kingdom,31/03/2017,,17/01/2016,32990 - Other manufacturing n.e.c.,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
896,CLEVELAND GYNAECOLOGY AND FERTILITY CENTRE LIMITED,07232891,51 HIGH STREET,STOKESLEY,MIDDLESBROUGH,CLEVELAND,,TS9 5AD,Private Limited Company,Active,United Kingdom,05/04/2017,,23/04/2016,86220 - Specialists medical practice activities,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,http://www.clevelandfertility.co.uk/contactus.aspx
897,CONSTRUCTION AND QUALITY SERVICES LTD,08444393,31 HIGH STREET,,STOKESLEY,NORTH YORKSHIRE,,TS9 5AD,Private Limited Company,Active,United Kingdom,31/03/2017,,14/03/2016,71122 - Engineering related scientific and technical consulting activities,,,,TS95AD,TS9  5AD,TS9 5AD,54.46965,-1.191922,E37000039,,E10000023,E07000164,E05009686,Website not found
